id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,clave_partido
19773,1994-06-20,Brazil,Russia,2,0,FIFA World Cup,Palo Alto,United States,True,1994-06-20_Brazil_Russia
19774,1994-06-20,Netherlands,Saudi Arabia,2,1,FIFA World Cup,"Washington, D.C.",United States,True,1994-06-20_Netherlands_Saudi Arabia
19775,1994-06-21,Argentina,Greece,4,0,FIFA World Cup,Foxborough,United States,True,1994-06-21_Argentina_Greece
19776,1994-06-21,Germany,Spain,1,1,FIFA World Cup,Chicago,United States,True,1994-06-21_Germany_Spain
19777,1994-06-21,Nigeria,Bulgaria,3,0,FIFA World Cup,Dallas,United States,True,1994-06-21_Nigeria_Bulgaria
19778,1994-06-22,Romania,Switzerland,1,4,FIFA World Cup,Pontiac,United States,True,1994-06-22_Romania_Switzerland
19779,1994-06-22,United States,Colombia,2,1,FIFA World Cup,Pasadena,United States,False,1994-06-22_United States_Colombia
19780,1994-06-23,Italy,Norway,1,0,FIFA World Cup,East Rutherford,United States,True,1994-06-23_Italy_Norway
19781,1994-06-23,South Korea,Bolivia,0,0,FIFA World Cup,Foxborough,United States,True,1994-06-23_South Korea_Bolivia
19782,1994-06-24,Brazil,Cameroon,3,0,FIFA World Cup,Palo Alto,United States,True,1994-06-24_Brazil_Cameroon
19783,1994-06-24,Mexico,Republic of Ireland,2,1,FIFA World Cup,Orlando,United States,True,1994-06-24_Mexico_Republic of Ireland
19784,1994-06-24,Sweden,Russia,3,1,FIFA World Cup,Pontiac,United States,True,1994-06-24_Sweden_Russia
19785,1994-06-25,Argentina,Nigeria,2,1,FIFA World Cup,Foxborough,United States,True,1994-06-25_Argentina_Nigeria
19786,1994-06-25,Belgium,Netherlands,1,0,FIFA World Cup,Orlando,United States,True,1994-06-25_Belgium_Netherlands
19787,1994-06-25,Saudi Arabia,Morocco,2,1,FIFA World Cup,East Rutherford,United States,True,1994-06-25_Saudi Arabia_Morocco
19788,1994-06-26,Bulgaria,Greece,4,0,FIFA World Cup,Chicago,United States,True,1994-06-26_Bulgaria_Greece
19790,1994-06-26,Switzerland,Colombia,0,2,FIFA World Cup,Palo Alto,United States,True,1994-06-26_Switzerland_Colombia
19791,1994-06-26,United States,Romania,0,1,FIFA World Cup,Pasadena,United States,False,1994-06-26_United States_Romania
19792,1994-06-27,Bolivia,Spain,1,3,FIFA World Cup,Chicago,United States,True,1994-06-27_Bolivia_Spain
19793,1994-06-27,Germany,South Korea,3,2,FIFA World Cup,Dallas,United States,True,1994-06-27_Germany_South Korea
19794,1994-06-28,Brazil,Sweden,1,1,FIFA World Cup,Pontiac,United States,True,1994-06-28_Brazil_Sweden
19795,1994-06-28,Republic of Ireland,Norway,0,0,FIFA World Cup,East Rutherford,United States,True,1994-06-28_Republic of Ireland_Norway
19796,1994-06-28,Italy,Mexico,1,1,FIFA World Cup,"Washington, D.C.",United States,True,1994-06-28_Italy_Mexico
19797,1994-06-28,Russia,Cameroon,6,1,FIFA World Cup,Palo Alto,United States,True,1994-06-28_Russia_Cameroon
19798,1994-06-29,Belgium,Saudi Arabia,0,1,FIFA World Cup,"Washington, D.C.",United States,True,1994-06-29_Belgium_Saudi Arabia
19799,1994-06-29,Morocco,Netherlands,1,2,FIFA World Cup,Orlando,United States,True,1994-06-29_Morocco_Netherlands
19800,1994-06-30,Argentina,Bulgaria,0,2,FIFA World Cup,Dallas,United States,True,1994-06-30_Argentina_Bulgaria
19801,1994-06-30,Greece,Nigeria,0,2,FIFA World Cup,Foxborough,United States,True,1994-06-30_Greece_Nigeria
19803,1994-07-02,Germany,Belgium,3,2,FIFA World Cup,Chicago,United States,True,1994-07-02_Germany_Belgium
19804,1994-07-02,Spain,Switzerland,3,0,FIFA World Cup,"Washington, D.C.",United States,True,1994-07-02_Spain_Switzerland
19806,1994-07-03,Romania,Argentina,3,2,FIFA World Cup,Pasadena,United States,True,1994-07-03_Romania_Argentina
19807,1994-07-03,Saudi Arabia,Sweden,1,3,FIFA World Cup,Dallas,United States,True,1994-07-03_Saudi Arabia_Sweden
19809,1994-07-04,Netherlands,Republic of Ireland,2,0,FIFA World Cup,Orlando,United States,True,1994-07-04_Netherlands_Republic of Ireland
19810,1994-07-04,United States,Brazil,0,1,FIFA World Cup,Palo Alto,United States,False,1994-07-04_United States_Brazil
19811,1994-07-05,Mexico,Bulgaria,1,1,FIFA World Cup,East Rutherford,United States,True,1994-07-05_Mexico_Bulgaria
19812,1994-07-05,Nigeria,Italy,1,2,FIFA World Cup,Foxborough,United States,True,1994-07-05_Nigeria_Italy
19822,1994-07-09,Italy,Spain,2,1,FIFA World Cup,Foxborough,United States,True,1994-07-09_Italy_Spain
19823,1994-07-09,Netherlands,Brazil,2,3,FIFA World Cup,Dallas,United States,True,1994-07-09_Netherlands_Brazil
19824,1994-07-10,Bulgaria,Germany,2,1,FIFA World Cup,East Rutherford,United States,True,1994-07-10_Bulgaria_Germany
19825,1994-07-10,Romania,Sweden,2,2,FIFA World Cup,Palo Alto,United States,True,1994-07-10_Romania_Sweden
19826,1994-07-13,Bulgaria,Italy,1,2,FIFA World Cup,East Rutherford,United States,True,1994-07-13_Bulgaria_Italy
19827,1994-07-13,Sweden,Brazil,0,1,FIFA World Cup,Pasadena,United States,True,1994-07-13_Sweden_Brazil
19830,1994-07-16,Sweden,Bulgaria,4,0,FIFA World Cup,Pasadena,United States,True,1994-07-16_Sweden_Bulgaria
19831,1994-07-17,Brazil,Italy,0,0,FIFA World Cup,Pasadena,United States,True,1994-07-17_Brazil_Italy
22824,1998-06-10,Brazil,Scotland,2,1,FIFA World Cup,Saint-Denis,France,True,1998-06-10_Brazil_Scotland
22825,1998-06-10,Morocco,Norway,2,2,FIFA World Cup,Montpellier,France,True,1998-06-10_Morocco_Norway
22826,1998-06-11,Cameroon,Austria,1,1,FIFA World Cup,Toulouse,France,True,1998-06-11_Cameroon_Austria
22827,1998-06-11,Italy,Chile,2,2,FIFA World Cup,Bordeaux,France,True,1998-06-11_Italy_Chile
22828,1998-06-12,France,South Africa,3,0,FIFA World Cup,Marseille,France,False,1998-06-12_France_South Africa
22829,1998-06-12,Paraguay,Bulgaria,0,0,FIFA World Cup,Montpellier,France,True,1998-06-12_Paraguay_Bulgaria
22830,1998-06-12,Saudi Arabia,Denmark,0,1,FIFA World Cup,Lens,France,True,1998-06-12_Saudi Arabia_Denmark
22831,1998-06-13,South Korea,Mexico,1,3,FIFA World Cup,Lyon,France,True,1998-06-13_South Korea_Mexico
22832,1998-06-13,Netherlands,Belgium,0,0,FIFA World Cup,Saint-Denis,France,True,1998-06-13_Netherlands_Belgium
22834,1998-06-13,Spain,Nigeria,2,3,FIFA World Cup,Nantes,France,True,1998-06-13_Spain_Nigeria
22835,1998-06-14,Argentina,Japan,1,0,FIFA World Cup,Toulouse,France,True,1998-06-14_Argentina_Japan
22836,1998-06-14,Jamaica,Croatia,1,3,FIFA World Cup,Lens,France,True,1998-06-14_Jamaica_Croatia
22837,1998-06-14,Serbia,Iran,1,0,FIFA World Cup,Saint-Étienne,France,True,1998-06-14_Serbia_Iran
22838,1998-06-15,England,Tunisia,2,0,FIFA World Cup,Marseille,France,True,1998-06-15_England_Tunisia
22839,1998-06-15,Germany,United States,2,0,FIFA World Cup,Paris,France,True,1998-06-15_Germany_United States
22840,1998-06-15,Romania,Colombia,1,0,FIFA World Cup,Lyon,France,True,1998-06-15_Romania_Colombia
22841,1998-06-16,Brazil,Morocco,3,0,FIFA World Cup,Nantes,France,True,1998-06-16_Brazil_Morocco
22842,1998-06-16,Scotland,Norway,1,1,FIFA World Cup,Bordeaux,France,True,1998-06-16_Scotland_Norway
22843,1998-06-17,Chile,Austria,1,1,FIFA World Cup,Saint-Étienne,France,True,1998-06-17_Chile_Austria
22844,1998-06-17,Italy,Cameroon,3,0,FIFA World Cup,Montpellier,France,True,1998-06-17_Italy_Cameroon
22845,1998-06-18,France,Saudi Arabia,4,0,FIFA World Cup,Saint-Denis,France,False,1998-06-18_France_Saudi Arabia
22846,1998-06-18,South Africa,Denmark,1,1,FIFA World Cup,Toulouse,France,True,1998-06-18_South Africa_Denmark
22847,1998-06-19,Nigeria,Bulgaria,1,0,FIFA World Cup,Paris,France,True,1998-06-19_Nigeria_Bulgaria
22848,1998-06-19,Spain,Paraguay,0,0,FIFA World Cup,Saint-Étienne,France,True,1998-06-19_Spain_Paraguay
22849,1998-06-20,Belgium,Mexico,2,2,FIFA World Cup,Bordeaux,France,True,1998-06-20_Belgium_Mexico
22850,1998-06-20,Japan,Croatia,0,1,FIFA World Cup,Nantes,France,True,1998-06-20_Japan_Croatia
22851,1998-06-20,Netherlands,South Korea,5,0,FIFA World Cup,Marseille,France,True,1998-06-20_Netherlands_South Korea
22852,1998-06-21,Argentina,Jamaica,5,0,FIFA World Cup,Paris,France,True,1998-06-21_Argentina_Jamaica
22853,1998-06-21,Germany,Serbia,2,2,FIFA World Cup,Lens,France,True,1998-06-21_Germany_Serbia
22854,1998-06-21,United States,Iran,1,2,FIFA World Cup,Lyon,France,True,1998-06-21_United States_Iran
22855,1998-06-22,Colombia,Tunisia,1,0,FIFA World Cup,Montpellier,France,True,1998-06-22_Colombia_Tunisia
22857,1998-06-22,Romania,England,2,1,FIFA World Cup,Toulouse,France,True,1998-06-22_Romania_England
22858,1998-06-23,Brazil,Norway,1,2,FIFA World Cup,Marseille,France,True,1998-06-23_Brazil_Norway
22859,1998-06-23,Chile,Cameroon,1,1,FIFA World Cup,Nantes,France,True,1998-06-23_Chile_Cameroon
22860,1998-06-23,Italy,Austria,2,1,FIFA World Cup,Saint-Denis,France,True,1998-06-23_Italy_Austria
22861,1998-06-23,Scotland,Morocco,0,3,FIFA World Cup,Saint-Étienne,France,True,1998-06-23_Scotland_Morocco
22863,1998-06-24,France,Denmark,2,1,FIFA World Cup,Lyon,France,False,1998-06-24_France_Denmark
22864,1998-06-24,Nigeria,Paraguay,1,3,FIFA World Cup,Toulouse,France,True,1998-06-24_Nigeria_Paraguay
22865,1998-06-24,South Africa,Saudi Arabia,2,2,FIFA World Cup,Bordeaux,France,True,1998-06-24_South Africa_Saudi Arabia
22866,1998-06-24,Spain,Bulgaria,6,1,FIFA World Cup,Lens,France,True,1998-06-24_Spain_Bulgaria
22867,1998-06-25,Belgium,South Korea,1,1,FIFA World Cup,Paris,France,True,1998-06-25_Belgium_South Korea
22869,1998-06-25,Germany,Iran,2,0,FIFA World Cup,Montpellier,France,True,1998-06-25_Germany_Iran
22870,1998-06-25,Netherlands,Mexico,2,2,FIFA World Cup,Saint-Étienne,France,True,1998-06-25_Netherlands_Mexico
22871,1998-06-25,United States,Serbia,0,1,FIFA World Cup,Nantes,France,True,1998-06-25_United States_Serbia
22872,1998-06-26,Argentina,Croatia,1,0,FIFA World Cup,Bordeaux,France,True,1998-06-26_Argentina_Croatia
22874,1998-06-26,Colombia,England,0,2,FIFA World Cup,Lens,France,True,1998-06-26_Colombia_England
22875,1998-06-26,Japan,Jamaica,1,2,FIFA World Cup,Lyon,France,True,1998-06-26_Japan_Jamaica
22877,1998-06-26,Romania,Tunisia,1,1,FIFA World Cup,Saint-Denis,France,True,1998-06-26_Romania_Tunisia
22878,1998-06-27,Brazil,Chile,4,1,FIFA World Cup,Paris,France,True,1998-06-27_Brazil_Chile
22879,1998-06-27,Italy,Norway,1,0,FIFA World Cup,Marseille,France,True,1998-06-27_Italy_Norway
22882,1998-06-28,France,Paraguay,1,0,FIFA World Cup,Lens,France,False,1998-06-28_France_Paraguay
22883,1998-06-28,Nigeria,Denmark,1,4,FIFA World Cup,Saint-Denis,France,True,1998-06-28_Nigeria_Denmark
22884,1998-06-29,Germany,Mexico,2,1,FIFA World Cup,Montpellier,France,True,1998-06-29_Germany_Mexico
22886,1998-06-29,Netherlands,Serbia,2,1,FIFA World Cup,Toulouse,France,True,1998-06-29_Netherlands_Serbia
22887,1998-06-30,Argentina,England,2,2,FIFA World Cup,Saint-Étienne,France,True,1998-06-30_Argentina_England
22888,1998-06-30,Romania,Croatia,0,1,FIFA World Cup,Bordeaux,France,True,1998-06-30_Romania_Croatia
22890,1998-07-03,Brazil,Denmark,3,2,FIFA World Cup,Nantes,France,True,1998-07-03_Brazil_Denmark
22891,1998-07-03,France,Italy,0,0,FIFA World Cup,Saint-Denis,France,False,1998-07-03_France_Italy
22892,1998-07-04,Germany,Croatia,0,3,FIFA World Cup,Lyon,France,True,1998-07-04_Germany_Croatia
22893,1998-07-04,Netherlands,Argentina,2,1,FIFA World Cup,Marseille,France,True,1998-07-04_Netherlands_Argentina
22897,1998-07-07,Brazil,Netherlands,1,1,FIFA World Cup,Marseille,France,True,1998-07-07_Brazil_Netherlands
22898,1998-07-08,France,Croatia,2,1,FIFA World Cup,Saint-Denis,France,False,1998-07-08_France_Croatia
22902,1998-07-11,Netherlands,Croatia,1,2,FIFA World Cup,Paris,France,True,1998-07-11_Netherlands_Croatia
22903,1998-07-12,France,Brazil,3,0,FIFA World Cup,Saint-Denis,France,False,1998-07-12_France_Brazil
26436,2002-05-31,France,Senegal,0,1,FIFA World Cup,Seoul,South Korea,True,2002-05-31_France_Senegal
26437,2002-06-01,Germany,Saudi Arabia,8,0,FIFA World Cup,Sapporo,Japan,True,2002-06-01_Germany_Saudi Arabia
26438,2002-06-01,Republic of Ireland,Cameroon,1,1,FIFA World Cup,Niigata,Japan,True,2002-06-01_Republic of Ireland_Cameroon
26439,2002-06-01,Uruguay,Denmark,1,2,FIFA World Cup,Ulsan,South Korea,True,2002-06-01_Uruguay_Denmark
26440,2002-06-02,Argentina,Nigeria,1,0,FIFA World Cup,Kashima,Japan,True,2002-06-02_Argentina_Nigeria
26441,2002-06-02,England,Sweden,1,1,FIFA World Cup,Saitama,Japan,True,2002-06-02_England_Sweden
26442,2002-06-02,Paraguay,South Africa,2,2,FIFA World Cup,Busan,South Korea,True,2002-06-02_Paraguay_South Africa
26443,2002-06-02,Spain,Slovenia,3,1,FIFA World Cup,Gwangju,South Korea,True,2002-06-02_Spain_Slovenia
26444,2002-06-03,Brazil,Turkey,2,1,FIFA World Cup,Ulsan,South Korea,True,2002-06-03_Brazil_Turkey
26445,2002-06-03,Croatia,Mexico,0,1,FIFA World Cup,Niigata,Japan,True,2002-06-03_Croatia_Mexico
26446,2002-06-03,Italy,Ecuador,2,0,FIFA World Cup,Sapporo,Japan,True,2002-06-03_Italy_Ecuador
26447,2002-06-04,China,Costa Rica,0,2,FIFA World Cup,Gwangju,South Korea,True,2002-06-04_China_Costa Rica
26448,2002-06-04,Japan,Belgium,2,2,FIFA World Cup,Saitama,Japan,False,2002-06-04_Japan_Belgium
26449,2002-06-04,South Korea,Poland,2,0,FIFA World Cup,Busan,South Korea,False,2002-06-04_South Korea_Poland
26450,2002-06-05,Germany,Republic of Ireland,1,1,FIFA World Cup,Kashima,Japan,True,2002-06-05_Germany_Republic of Ireland
26451,2002-06-05,Russia,Tunisia,2,0,FIFA World Cup,Kobe,Japan,True,2002-06-05_Russia_Tunisia
26452,2002-06-05,United States,Portugal,3,2,FIFA World Cup,Suwon,South Korea,True,2002-06-05_United States_Portugal
26453,2002-06-06,Cameroon,Saudi Arabia,1,0,FIFA World Cup,Saitama,Japan,True,2002-06-06_Cameroon_Saudi Arabia
26454,2002-06-06,Denmark,Senegal,1,1,FIFA World Cup,Daegu,South Korea,True,2002-06-06_Denmark_Senegal
26455,2002-06-06,France,Uruguay,0,0,FIFA World Cup,Busan,South Korea,True,2002-06-06_France_Uruguay
26458,2002-06-07,Argentina,England,0,1,FIFA World Cup,Sapporo,Japan,True,2002-06-07_Argentina_England
26459,2002-06-07,Spain,Paraguay,3,1,FIFA World Cup,Jeonju,South Korea,True,2002-06-07_Spain_Paraguay
26460,2002-06-07,Sweden,Nigeria,2,1,FIFA World Cup,Kobe,Japan,True,2002-06-07_Sweden_Nigeria
26461,2002-06-08,Brazil,China,4,0,FIFA World Cup,Seogwipo,South Korea,True,2002-06-08_Brazil_China
26462,2002-06-08,Italy,Croatia,1,2,FIFA World Cup,Kashima,Japan,True,2002-06-08_Italy_Croatia
26464,2002-06-08,South Africa,Slovenia,1,0,FIFA World Cup,Daegu,South Korea,True,2002-06-08_South Africa_Slovenia
26465,2002-06-09,Costa Rica,Turkey,1,1,FIFA World Cup,Incheon,South Korea,True,2002-06-09_Costa Rica_Turkey
26466,2002-06-09,Japan,Russia,1,0,FIFA World Cup,Yokohama,Japan,False,2002-06-09_Japan_Russia
26468,2002-06-09,Mexico,Ecuador,2,1,FIFA World Cup,Rifu,Japan,True,2002-06-09_Mexico_Ecuador
26469,2002-06-10,South Korea,United States,1,1,FIFA World Cup,Daegu,South Korea,False,2002-06-10_South Korea_United States
26470,2002-06-10,Portugal,Poland,4,0,FIFA World Cup,Jeonju,South Korea,True,2002-06-10_Portugal_Poland
26471,2002-06-10,Tunisia,Belgium,1,1,FIFA World Cup,Ōita,Japan,True,2002-06-10_Tunisia_Belgium
26472,2002-06-11,Cameroon,Germany,0,2,FIFA World Cup,Fukuroi,Japan,True,2002-06-11_Cameroon_Germany
26473,2002-06-11,Denmark,France,2,0,FIFA World Cup,Incheon,South Korea,True,2002-06-11_Denmark_France
26474,2002-06-11,Saudi Arabia,Republic of Ireland,0,3,FIFA World Cup,Yokohama,Japan,True,2002-06-11_Saudi Arabia_Republic of Ireland
26475,2002-06-11,Senegal,Uruguay,3,3,FIFA World Cup,Suwon,South Korea,True,2002-06-11_Senegal_Uruguay
26476,2002-06-12,Nigeria,England,0,0,FIFA World Cup,Osaka,Japan,True,2002-06-12_Nigeria_England
26477,2002-06-12,Slovenia,Paraguay,1,3,FIFA World Cup,Seogwipo,South Korea,True,2002-06-12_Slovenia_Paraguay
26478,2002-06-12,South Africa,Spain,2,3,FIFA World Cup,Daejeon,South Korea,True,2002-06-12_South Africa_Spain
26479,2002-06-12,Sweden,Argentina,1,1,FIFA World Cup,Rifu,Japan,True,2002-06-12_Sweden_Argentina
26480,2002-06-13,Costa Rica,Brazil,2,5,FIFA World Cup,Suwon,South Korea,True,2002-06-13_Costa Rica_Brazil
26481,2002-06-13,Ecuador,Croatia,1,0,FIFA World Cup,Yokohama,Japan,True,2002-06-13_Ecuador_Croatia
26482,2002-06-13,Mexico,Italy,1,1,FIFA World Cup,Ōita,Japan,True,2002-06-13_Mexico_Italy
26483,2002-06-13,Turkey,China,3,0,FIFA World Cup,Seoul,South Korea,True,2002-06-13_Turkey_China
26484,2002-06-14,Belgium,Russia,3,2,FIFA World Cup,Fukuroi,Japan,True,2002-06-14_Belgium_Russia
26485,2002-06-14,Japan,Tunisia,2,0,FIFA World Cup,Osaka,Japan,False,2002-06-14_Japan_Tunisia
26486,2002-06-14,South Korea,Portugal,1,0,FIFA World Cup,Incheon,South Korea,False,2002-06-14_South Korea_Portugal
26487,2002-06-14,Poland,United States,3,1,FIFA World Cup,Daejeon,South Korea,True,2002-06-14_Poland_United States
26488,2002-06-15,Denmark,England,0,3,FIFA World Cup,Niigata,Japan,True,2002-06-15_Denmark_England
26489,2002-06-15,Germany,Paraguay,1,0,FIFA World Cup,Seogwipo,South Korea,True,2002-06-15_Germany_Paraguay
26490,2002-06-16,Spain,Republic of Ireland,1,1,FIFA World Cup,Suwon,South Korea,True,2002-06-16_Spain_Republic of Ireland
26491,2002-06-16,Sweden,Senegal,1,2,FIFA World Cup,Ōita,Japan,True,2002-06-16_Sweden_Senegal
26492,2002-06-17,Brazil,Belgium,2,0,FIFA World Cup,Kobe,Japan,True,2002-06-17_Brazil_Belgium
26493,2002-06-17,Mexico,United States,0,2,FIFA World Cup,Jeonju,South Korea,True,2002-06-17_Mexico_United States
26494,2002-06-18,Japan,Turkey,0,1,FIFA World Cup,Rifu,Japan,False,2002-06-18_Japan_Turkey
26495,2002-06-18,South Korea,Italy,2,1,FIFA World Cup,Daejeon,South Korea,False,2002-06-18_South Korea_Italy
26496,2002-06-21,England,Brazil,1,2,FIFA World Cup,Fukuroi,Japan,True,2002-06-21_England_Brazil
26497,2002-06-21,Germany,United States,1,0,FIFA World Cup,Ulsan,South Korea,True,2002-06-21_Germany_United States
26499,2002-06-22,South Korea,Spain,0,0,FIFA World Cup,Gwangju,South Korea,False,2002-06-22_South Korea_Spain
26500,2002-06-22,Senegal,Turkey,0,1,FIFA World Cup,Osaka,Japan,True,2002-06-22_Senegal_Turkey
26502,2002-06-25,South Korea,Germany,0,1,FIFA World Cup,Seoul,South Korea,False,2002-06-25_South Korea_Germany
26504,2002-06-26,Brazil,Turkey,1,0,FIFA World Cup,Saitama,Japan,True,2002-06-26_Brazil_Turkey
26505,2002-06-29,South Korea,Turkey,2,3,FIFA World Cup,Daegu,South Korea,False,2002-06-29_South Korea_Turkey
26507,2002-06-30,Germany,Brazil,0,2,FIFA World Cup,Yokohama,Japan,True,2002-06-30_Germany_Brazil
30040,2006-06-09,Germany,Costa Rica,4,2,FIFA World Cup,Munich,Germany,False,2006-06-09_Germany_Costa Rica
30041,2006-06-09,Poland,Ecuador,0,2,FIFA World Cup,Gelsenkirchen,Germany,True,2006-06-09_Poland_Ecuador
30042,2006-06-10,Argentina,Ivory Coast,2,1,FIFA World Cup,Hamburg,Germany,True,2006-06-10_Argentina_Ivory Coast
30043,2006-06-10,England,Paraguay,1,0,FIFA World Cup,Frankfurt,Germany,True,2006-06-10_England_Paraguay
30044,2006-06-10,Trinidad and Tobago,Sweden,0,0,FIFA World Cup,Dortmund,Germany,True,2006-06-10_Trinidad and Tobago_Sweden
30045,2006-06-11,Angola,Portugal,0,1,FIFA World Cup,Cologne,Germany,True,2006-06-11_Angola_Portugal
30046,2006-06-11,Mexico,Iran,3,1,FIFA World Cup,Nuremberg,Germany,True,2006-06-11_Mexico_Iran
30047,2006-06-11,Serbia,Netherlands,0,1,FIFA World Cup,Leipzig,Germany,True,2006-06-11_Serbia_Netherlands
30048,2006-06-12,Australia,Japan,3,1,FIFA World Cup,Kaiserslautern,Germany,True,2006-06-12_Australia_Japan
30049,2006-06-12,Italy,Ghana,2,0,FIFA World Cup,Hanover,Germany,True,2006-06-12_Italy_Ghana
30050,2006-06-12,United States,Czech Republic,0,3,FIFA World Cup,Gelsenkirchen,Germany,True,2006-06-12_United States_Czech Republic
30051,2006-06-13,Brazil,Croatia,1,0,FIFA World Cup,Berlin,Germany,True,2006-06-13_Brazil_Croatia
30052,2006-06-13,France,Switzerland,0,0,FIFA World Cup,Stuttgart,Germany,True,2006-06-13_France_Switzerland
30053,2006-06-13,South Korea,Togo,2,1,FIFA World Cup,Frankfurt,Germany,True,2006-06-13_South Korea_Togo
30054,2006-06-14,Germany,Poland,1,0,FIFA World Cup,Dortmund,Germany,False,2006-06-14_Germany_Poland
30055,2006-06-14,Spain,Ukraine,4,0,FIFA World Cup,Leipzig,Germany,True,2006-06-14_Spain_Ukraine
30056,2006-06-14,Tunisia,Saudi Arabia,2,2,FIFA World Cup,Munich,Germany,True,2006-06-14_Tunisia_Saudi Arabia
30057,2006-06-15,Ecuador,Costa Rica,3,0,FIFA World Cup,Hamburg,Germany,True,2006-06-15_Ecuador_Costa Rica
30058,2006-06-15,England,Trinidad and Tobago,2,0,FIFA World Cup,Nuremberg,Germany,True,2006-06-15_England_Trinidad and Tobago
30059,2006-06-15,Sweden,Paraguay,1,0,FIFA World Cup,Berlin,Germany,True,2006-06-15_Sweden_Paraguay
30060,2006-06-16,Argentina,Serbia,6,0,FIFA World Cup,Gelsenkirchen,Germany,True,2006-06-16_Argentina_Serbia
30061,2006-06-16,Mexico,Angola,0,0,FIFA World Cup,Hanover,Germany,True,2006-06-16_Mexico_Angola
30062,2006-06-16,Netherlands,Ivory Coast,2,1,FIFA World Cup,Stuttgart,Germany,True,2006-06-16_Netherlands_Ivory Coast
30063,2006-06-17,Czech Republic,Ghana,0,2,FIFA World Cup,Cologne,Germany,True,2006-06-17_Czech Republic_Ghana
30064,2006-06-17,Italy,United States,1,1,FIFA World Cup,Kaiserslautern,Germany,True,2006-06-17_Italy_United States
30065,2006-06-17,Portugal,Iran,2,0,FIFA World Cup,Frankfurt,Germany,True,2006-06-17_Portugal_Iran
30066,2006-06-18,Brazil,Australia,2,0,FIFA World Cup,Munich,Germany,True,2006-06-18_Brazil_Australia
30067,2006-06-18,France,South Korea,1,1,FIFA World Cup,Leipzig,Germany,True,2006-06-18_France_South Korea
30068,2006-06-18,Japan,Croatia,0,0,FIFA World Cup,Nuremberg,Germany,True,2006-06-18_Japan_Croatia
30069,2006-06-19,Saudi Arabia,Ukraine,0,4,FIFA World Cup,Hamburg,Germany,True,2006-06-19_Saudi Arabia_Ukraine
30070,2006-06-19,Spain,Tunisia,3,1,FIFA World Cup,Stuttgart,Germany,True,2006-06-19_Spain_Tunisia
30071,2006-06-19,Togo,Switzerland,0,2,FIFA World Cup,Dortmund,Germany,True,2006-06-19_Togo_Switzerland
30072,2006-06-20,Costa Rica,Poland,1,2,FIFA World Cup,Hanover,Germany,True,2006-06-20_Costa Rica_Poland
30073,2006-06-20,Germany,Ecuador,3,0,FIFA World Cup,Berlin,Germany,False,2006-06-20_Germany_Ecuador
30074,2006-06-20,Paraguay,Trinidad and Tobago,2,0,FIFA World Cup,Kaiserslautern,Germany,True,2006-06-20_Paraguay_Trinidad and Tobago
30075,2006-06-20,Sweden,England,2,2,FIFA World Cup,Cologne,Germany,True,2006-06-20_Sweden_England
30076,2006-06-21,Iran,Angola,1,1,FIFA World Cup,Leipzig,Germany,True,2006-06-21_Iran_Angola
30077,2006-06-21,Ivory Coast,Serbia,3,2,FIFA World Cup,Munich,Germany,True,2006-06-21_Ivory Coast_Serbia
30078,2006-06-21,Netherlands,Argentina,0,0,FIFA World Cup,Frankfurt,Germany,True,2006-06-21_Netherlands_Argentina
30079,2006-06-21,Portugal,Mexico,2,1,FIFA World Cup,Gelsenkirchen,Germany,True,2006-06-21_Portugal_Mexico
30080,2006-06-22,Croatia,Australia,2,2,FIFA World Cup,Stuttgart,Germany,True,2006-06-22_Croatia_Australia
30081,2006-06-22,Czech Republic,Italy,0,2,FIFA World Cup,Hamburg,Germany,True,2006-06-22_Czech Republic_Italy
30082,2006-06-22,Ghana,United States,2,1,FIFA World Cup,Nuremberg,Germany,True,2006-06-22_Ghana_United States
30083,2006-06-22,Japan,Brazil,1,4,FIFA World Cup,Dortmund,Germany,True,2006-06-22_Japan_Brazil
30084,2006-06-23,Saudi Arabia,Spain,0,1,FIFA World Cup,Kaiserslautern,Germany,True,2006-06-23_Saudi Arabia_Spain
30085,2006-06-23,Switzerland,South Korea,2,0,FIFA World Cup,Hanover,Germany,True,2006-06-23_Switzerland_South Korea
30086,2006-06-23,Togo,France,0,2,FIFA World Cup,Cologne,Germany,True,2006-06-23_Togo_France
30087,2006-06-23,Ukraine,Tunisia,1,0,FIFA World Cup,Berlin,Germany,True,2006-06-23_Ukraine_Tunisia
30088,2006-06-24,Argentina,Mexico,2,1,FIFA World Cup,Leipzig,Germany,True,2006-06-24_Argentina_Mexico
30089,2006-06-24,Germany,Sweden,2,0,FIFA World Cup,Munich,Germany,False,2006-06-24_Germany_Sweden
30092,2006-06-25,England,Ecuador,1,0,FIFA World Cup,Stuttgart,Germany,True,2006-06-25_England_Ecuador
30094,2006-06-25,Portugal,Netherlands,1,0,FIFA World Cup,Nuremberg,Germany,True,2006-06-25_Portugal_Netherlands
30096,2006-06-26,Italy,Australia,1,0,FIFA World Cup,Kaiserslautern,Germany,True,2006-06-26_Italy_Australia
30098,2006-06-26,Switzerland,Ukraine,0,0,FIFA World Cup,Cologne,Germany,True,2006-06-26_Switzerland_Ukraine
30099,2006-06-27,Brazil,Ghana,3,0,FIFA World Cup,Dortmund,Germany,True,2006-06-27_Brazil_Ghana
