id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,clave_partido
45742,2022-11-26,Tunisia,Australia,0,1,FIFA World Cup,Al Wakrah,Qatar,True,2022-11-26_Tunisia_Australia
45743,2022-11-26,France,Denmark,2,1,FIFA World Cup,Doha,Qatar,True,2022-11-26_France_Denmark
45744,2022-11-27,Japan,Costa Rica,0,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-27_Japan_Costa Rica
45745,2022-11-27,Spain,Germany,1,1,FIFA World Cup,Al Khor,Qatar,True,2022-11-27_Spain_Germany
45746,2022-11-27,Belgium,Morocco,0,2,FIFA World Cup,Doha,Qatar,True,2022-11-27_Belgium_Morocco
45747,2022-11-27,Croatia,Canada,4,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-27_Croatia_Canada
45748,2022-11-28,Cameroon,Serbia,3,3,FIFA World Cup,Al Wakrah,Qatar,True,2022-11-28_Cameroon_Serbia
45749,2022-11-28,Brazil,Switzerland,1,0,FIFA World Cup,Doha,Qatar,True,2022-11-28_Brazil_Switzerland
45750,2022-11-28,South Korea,Ghana,2,3,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-28_South Korea_Ghana
45751,2022-11-28,Portugal,Uruguay,2,0,FIFA World Cup,Lusail,Qatar,True,2022-11-28_Portugal_Uruguay
45752,2022-11-29,Ecuador,Senegal,1,2,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-29_Ecuador_Senegal
45753,2022-11-29,Qatar,Netherlands,0,2,FIFA World Cup,Al Khor,Qatar,False,2022-11-29_Qatar_Netherlands
45754,2022-11-29,Wales,England,0,3,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-29_Wales_England
45755,2022-11-29,Iran,United States,0,1,FIFA World Cup,Doha,Qatar,True,2022-11-29_Iran_United States
45756,2022-11-30,Poland,Argentina,0,2,FIFA World Cup,Doha,Qatar,True,2022-11-30_Poland_Argentina
45757,2022-11-30,Saudi Arabia,Mexico,1,2,FIFA World Cup,Lusail,Qatar,True,2022-11-30_Saudi Arabia_Mexico
45758,2022-11-30,Australia,Denmark,1,0,FIFA World Cup,Al Wakrah,Qatar,True,2022-11-30_Australia_Denmark
45759,2022-11-30,Tunisia,France,1,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-11-30_Tunisia_France
45760,2022-12-01,Japan,Spain,2,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-01_Japan_Spain
45761,2022-12-01,Costa Rica,Germany,2,4,FIFA World Cup,Al Khor,Qatar,True,2022-12-01_Costa Rica_Germany
45762,2022-12-01,Croatia,Belgium,0,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-01_Croatia_Belgium
45763,2022-12-01,Canada,Morocco,1,2,FIFA World Cup,Doha,Qatar,True,2022-12-01_Canada_Morocco
45764,2022-12-02,Serbia,Switzerland,2,3,FIFA World Cup,Doha,Qatar,True,2022-12-02_Serbia_Switzerland
45765,2022-12-02,Cameroon,Brazil,1,0,FIFA World Cup,Lusail,Qatar,True,2022-12-02_Cameroon_Brazil
45766,2022-12-02,Ghana,Uruguay,0,2,FIFA World Cup,Al Wakrah,Qatar,True,2022-12-02_Ghana_Uruguay
45767,2022-12-02,South Korea,Portugal,2,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-02_South Korea_Portugal
45768,2022-12-03,Netherlands,United States,3,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-03_Netherlands_United States
45769,2022-12-03,Argentina,Australia,2,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-03_Argentina_Australia
45770,2022-12-04,France,Poland,3,1,FIFA World Cup,Doha,Qatar,True,2022-12-04_France_Poland
45771,2022-12-04,England,Senegal,3,0,FIFA World Cup,Al Khor,Qatar,True,2022-12-04_England_Senegal
45772,2022-12-05,Japan,Croatia,1,1,FIFA World Cup,Al Wakrah,Qatar,True,2022-12-05_Japan_Croatia
45773,2022-12-05,Brazil,South Korea,4,1,FIFA World Cup,Doha,Qatar,True,2022-12-05_Brazil_South Korea
45774,2022-12-06,Morocco,Spain,0,0,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-06_Morocco_Spain
45775,2022-12-06,Portugal,Switzerland,6,1,FIFA World Cup,Lusail,Qatar,True,2022-12-06_Portugal_Switzerland
45776,2022-12-09,Croatia,Brazil,1,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-09_Croatia_Brazil
45777,2022-12-09,Netherlands,Argentina,2,2,FIFA World Cup,Lusail,Qatar,True,2022-12-09_Netherlands_Argentina
45779,2022-12-10,Morocco,Portugal,1,0,FIFA World Cup,Doha,Qatar,True,2022-12-10_Morocco_Portugal
45780,2022-12-10,England,France,1,2,FIFA World Cup,Al Khor,Qatar,True,2022-12-10_England_France
45782,2022-12-13,Argentina,Croatia,3,0,FIFA World Cup,Lusail,Qatar,True,2022-12-13_Argentina_Croatia
45783,2022-12-14,France,Morocco,2,0,FIFA World Cup,Al Khor,Qatar,True,2022-12-14_France_Morocco
45787,2022-12-17,Croatia,Morocco,2,1,FIFA World Cup,Al Rayyan,Qatar,True,2022-12-17_Croatia_Morocco
45789,2022-12-18,Argentina,France,3,3,FIFA World Cup,Lusail,Qatar,True,2022-12-18_Argentina_France
49416,2026-06-11,Mexico,South Africa,2,0,FIFA World Cup,Mexico City,Mexico,False,2026-06-11_Mexico_South Africa
49417,2026-06-11,South Korea,Czech Republic,2,1,FIFA World Cup,Zapopan,Mexico,True,2026-06-11_South Korea_Czech Republic
49418,2026-06-12,Canada,Bosnia and Herzegovina,1,1,FIFA World Cup,Toronto,Canada,False,2026-06-12_Canada_Bosnia and Herzegovina
49419,2026-06-12,United States,Paraguay,4,1,FIFA World Cup,Inglewood,United States,False,2026-06-12_United States_Paraguay
49420,2026-06-13,Qatar,Switzerland,1,1,FIFA World Cup,Santa Clara,United States,True,2026-06-13_Qatar_Switzerland
49421,2026-06-13,Brazil,Morocco,1,1,FIFA World Cup,East Rutherford,United States,True,2026-06-13_Brazil_Morocco
49422,2026-06-13,Haiti,Scotland,0,1,FIFA World Cup,Foxborough,United States,True,2026-06-13_Haiti_Scotland
49423,2026-06-13,Australia,Turkey,2,0,FIFA World Cup,Vancouver,Canada,True,2026-06-13_Australia_Turkey
49424,2026-06-14,Germany,Curaçao,7,1,FIFA World Cup,Houston,United States,True,2026-06-14_Germany_Curaçao
49425,2026-06-14,Ivory Coast,Ecuador,1,0,FIFA World Cup,Philadelphia,United States,True,2026-06-14_Ivory Coast_Ecuador
49426,2026-06-14,Netherlands,Japan,2,2,FIFA World Cup,Arlington,United States,True,2026-06-14_Netherlands_Japan
49427,2026-06-14,Sweden,Tunisia,5,1,FIFA World Cup,Guadalupe,Mexico,True,2026-06-14_Sweden_Tunisia
49428,2026-06-15,Belgium,Egypt,1,1,FIFA World Cup,Seattle,United States,True,2026-06-15_Belgium_Egypt
49429,2026-06-15,Iran,New Zealand,2,2,FIFA World Cup,Inglewood,United States,True,2026-06-15_Iran_New Zealand
49430,2026-06-15,Spain,Cape Verde,0,0,FIFA World Cup,Atlanta,United States,True,2026-06-15_Spain_Cape Verde
49431,2026-06-15,Saudi Arabia,Uruguay,1,1,FIFA World Cup,Miami Gardens,United States,True,2026-06-15_Saudi Arabia_Uruguay
49432,2026-06-16,France,Senegal,3,1,FIFA World Cup,East Rutherford,United States,True,2026-06-16_France_Senegal
49433,2026-06-16,Iraq,Norway,1,4,FIFA World Cup,Foxborough,United States,True,2026-06-16_Iraq_Norway
49434,2026-06-16,Argentina,Algeria,3,0,FIFA World Cup,Kansas City,United States,True,2026-06-16_Argentina_Algeria
49435,2026-06-16,Austria,Jordan,3,1,FIFA World Cup,Santa Clara,United States,True,2026-06-16_Austria_Jordan
49436,2026-06-17,Portugal,DR Congo,1,1,FIFA World Cup,Houston,United States,True,2026-06-17_Portugal_DR Congo
49437,2026-06-17,Uzbekistan,Colombia,1,3,FIFA World Cup,Mexico City,Mexico,True,2026-06-17_Uzbekistan_Colombia
49438,2026-06-17,England,Croatia,4,2,FIFA World Cup,Arlington,United States,True,2026-06-17_England_Croatia
49439,2026-06-17,Ghana,Panama,1,0,FIFA World Cup,Toronto,Canada,True,2026-06-17_Ghana_Panama
49440,2026-06-18,Czech Republic,South Africa,1,1,FIFA World Cup,Atlanta,United States,True,2026-06-18_Czech Republic_South Africa
49441,2026-06-18,Mexico,South Korea,1,0,FIFA World Cup,Zapopan,Mexico,False,2026-06-18_Mexico_South Korea
49442,2026-06-18,Switzerland,Bosnia and Herzegovina,4,1,FIFA World Cup,Inglewood,United States,True,2026-06-18_Switzerland_Bosnia and Herzegovina
49443,2026-06-18,Canada,Qatar,6,0,FIFA World Cup,Vancouver,Canada,False,2026-06-18_Canada_Qatar
49444,2026-06-19,Scotland,Morocco,0,1,FIFA World Cup,Foxborough,United States,True,2026-06-19_Scotland_Morocco
49445,2026-06-19,Brazil,Haiti,3,0,FIFA World Cup,Philadelphia,United States,True,2026-06-19_Brazil_Haiti
49446,2026-06-19,United States,Australia,2,0,FIFA World Cup,Seattle,United States,False,2026-06-19_United States_Australia
49447,2026-06-19,Turkey,Paraguay,0,1,FIFA World Cup,Santa Clara,United States,True,2026-06-19_Turkey_Paraguay
49448,2026-06-20,Germany,Ivory Coast,2,1,FIFA World Cup,Toronto,Canada,True,2026-06-20_Germany_Ivory Coast
49449,2026-06-20,Ecuador,Curaçao,0,0,FIFA World Cup,Kansas City,United States,True,2026-06-20_Ecuador_Curaçao
49450,2026-06-20,Netherlands,Sweden,5,1,FIFA World Cup,Houston,United States,True,2026-06-20_Netherlands_Sweden
49451,2026-06-20,Tunisia,Japan,0,4,FIFA World Cup,Guadalupe,Mexico,True,2026-06-20_Tunisia_Japan
49452,2026-06-21,Belgium,Iran,0,0,FIFA World Cup,Inglewood,United States,True,2026-06-21_Belgium_Iran
49453,2026-06-21,New Zealand,Egypt,1,3,FIFA World Cup,Vancouver,Canada,True,2026-06-21_New Zealand_Egypt
49454,2026-06-21,Spain,Saudi Arabia,4,0,FIFA World Cup,Atlanta,United States,True,2026-06-21_Spain_Saudi Arabia
49455,2026-06-21,Uruguay,Cape Verde,2,2,FIFA World Cup,Miami Gardens,United States,True,2026-06-21_Uruguay_Cape Verde
49456,2026-06-22,France,Iraq,3,0,FIFA World Cup,Philadelphia,United States,True,2026-06-22_France_Iraq
49457,2026-06-22,Norway,Senegal,3,2,FIFA World Cup,East Rutherford,United States,True,2026-06-22_Norway_Senegal
49458,2026-06-22,Argentina,Austria,2,0,FIFA World Cup,Arlington,United States,True,2026-06-22_Argentina_Austria
49459,2026-06-22,Jordan,Algeria,1,2,FIFA World Cup,Santa Clara,United States,True,2026-06-22_Jordan_Algeria
49460,2026-06-23,Portugal,Uzbekistan,5,0,FIFA World Cup,Houston,United States,True,2026-06-23_Portugal_Uzbekistan
49461,2026-06-23,Colombia,DR Congo,1,0,FIFA World Cup,Zapopan,Mexico,True,2026-06-23_Colombia_DR Congo
49462,2026-06-23,England,Ghana,0,0,FIFA World Cup,Foxborough,United States,True,2026-06-23_England_Ghana
49463,2026-06-23,Panama,Croatia,0,1,FIFA World Cup,Toronto,Canada,True,2026-06-23_Panama_Croatia
49464,2026-06-24,Mexico,Czech Republic,3,0,FIFA World Cup,Mexico City,Mexico,False,2026-06-24_Mexico_Czech Republic
49465,2026-06-24,South Africa,South Korea,1,0,FIFA World Cup,Guadalupe,Mexico,True,2026-06-24_South Africa_South Korea
49466,2026-06-24,Canada,Switzerland,1,2,FIFA World Cup,Vancouver,Canada,False,2026-06-24_Canada_Switzerland
49467,2026-06-24,Bosnia and Herzegovina,Qatar,3,1,FIFA World Cup,Seattle,United States,True,2026-06-24_Bosnia and Herzegovina_Qatar
49468,2026-06-24,Scotland,Brazil,0,3,FIFA World Cup,Miami Gardens,United States,True,2026-06-24_Scotland_Brazil
49469,2026-06-24,Morocco,Haiti,4,2,FIFA World Cup,Atlanta,United States,True,2026-06-24_Morocco_Haiti
49470,2026-06-25,United States,Turkey,2,3,FIFA World Cup,Inglewood,United States,False,2026-06-25_United States_Turkey
49471,2026-06-25,Paraguay,Australia,0,0,FIFA World Cup,Santa Clara,United States,True,2026-06-25_Paraguay_Australia
49472,2026-06-25,Curaçao,Ivory Coast,0,2,FIFA World Cup,Philadelphia,United States,True,2026-06-25_Curaçao_Ivory Coast
49473,2026-06-25,Ecuador,Germany,2,1,FIFA World Cup,East Rutherford,United States,True,2026-06-25_Ecuador_Germany
49474,2026-06-25,Japan,Sweden,1,1,FIFA World Cup,Arlington,United States,True,2026-06-25_Japan_Sweden
49475,2026-06-25,Tunisia,Netherlands,1,3,FIFA World Cup,Kansas City,United States,True,2026-06-25_Tunisia_Netherlands
49476,2026-06-26,Egypt,Iran,1,1,FIFA World Cup,Seattle,United States,True,2026-06-26_Egypt_Iran
49477,2026-06-26,New Zealand,Belgium,1,5,FIFA World Cup,Vancouver,Canada,True,2026-06-26_New Zealand_Belgium
49478,2026-06-26,Cape Verde,Saudi Arabia,0,0,FIFA World Cup,Houston,United States,True,2026-06-26_Cape Verde_Saudi Arabia
49479,2026-06-26,Uruguay,Spain,0,1,FIFA World Cup,Zapopan,Mexico,True,2026-06-26_Uruguay_Spain
49480,2026-06-26,Norway,France,1,4,FIFA World Cup,Foxborough,United States,True,2026-06-26_Norway_France
49481,2026-06-26,Senegal,Iraq,5,0,FIFA World Cup,Toronto,Canada,True,2026-06-26_Senegal_Iraq
49482,2026-06-27,Algeria,Austria,3,3,FIFA World Cup,Kansas City,United States,True,2026-06-27_Algeria_Austria
49483,2026-06-27,Jordan,Argentina,1,3,FIFA World Cup,Arlington,United States,True,2026-06-27_Jordan_Argentina
49484,2026-06-27,Colombia,Portugal,0,0,FIFA World Cup,Miami Gardens,United States,True,2026-06-27_Colombia_Portugal
49485,2026-06-27,DR Congo,Uzbekistan,3,1,FIFA World Cup,Atlanta,United States,True,2026-06-27_DR Congo_Uzbekistan
49486,2026-06-27,Panama,England,0,2,FIFA World Cup,East Rutherford,United States,True,2026-06-27_Panama_England
49487,2026-06-27,Croatia,Ghana,2,1,FIFA World Cup,Philadelphia,United States,True,2026-06-27_Croatia_Ghana
49488,2026-06-28,South Africa,Canada,0,1,FIFA World Cup,Inglewood,United States,True,2026-06-28_South Africa_Canada
49489,2026-06-29,Brazil,Japan,2,1,FIFA World Cup,Houston,United States,True,2026-06-29_Brazil_Japan
49490,2026-06-29,Germany,Paraguay,1,1,FIFA World Cup,Foxborough,United States,True,2026-06-29_Germany_Paraguay
49491,2026-06-29,Netherlands,Morocco,1,1,FIFA World Cup,Guadalupe,Mexico,True,2026-06-29_Netherlands_Morocco
49492,2026-06-30,Ivory Coast,Norway,1,2,FIFA World Cup,Arlington,United States,True,2026-06-30_Ivory Coast_Norway
49493,2026-06-30,France,Sweden,3,0,FIFA World Cup,East Rutherford,United States,True,2026-06-30_France_Sweden
49494,2026-06-30,Mexico,Ecuador,2,0,FIFA World Cup,Mexico City,Mexico,False,2026-06-30_Mexico_Ecuador
49495,2026-07-01,England,DR Congo,2,1,FIFA World Cup,Atlanta,United States,True,2026-07-01_England_DR Congo
49496,2026-07-01,Belgium,Senegal,3,2,FIFA World Cup,Seattle,United States,True,2026-07-01_Belgium_Senegal
49497,2026-07-01,United States,Bosnia and Herzegovina,2,0,FIFA World Cup,Santa Clara,United States,False,2026-07-01_United States_Bosnia and Herzegovina
49498,2026-07-02,Spain,Austria,3,0,FIFA World Cup,Inglewood,United States,True,2026-07-02_Spain_Austria
49499,2026-07-02,Portugal,Croatia,2,1,FIFA World Cup,Toronto,Canada,True,2026-07-02_Portugal_Croatia
49500,2026-07-02,Switzerland,Algeria,2,0,FIFA World Cup,Vancouver,Canada,True,2026-07-02_Switzerland_Algeria
49501,2026-07-03,Australia,Egypt,1,1,FIFA World Cup,Arlington,United States,True,2026-07-03_Australia_Egypt
49502,2026-07-03,Argentina,Cape Verde,3,2,FIFA World Cup,Miami Gardens,United States,True,2026-07-03_Argentina_Cape Verde
49503,2026-07-03,Colombia,Ghana,1,0,FIFA World Cup,Kansas City,United States,True,2026-07-03_Colombia_Ghana
49504,2026-07-04,Canada,Morocco,0,3,FIFA World Cup,Houston,United States,True,2026-07-04_Canada_Morocco
49505,2026-07-04,Paraguay,France,0,1,FIFA World Cup,Philadelphia,United States,True,2026-07-04_Paraguay_France
49506,2026-07-05,Brazil,Norway,1,2,FIFA World Cup,East Rutherford,United States,True,2026-07-05_Brazil_Norway
49507,2026-07-05,Mexico,England,2,3,FIFA World Cup,Mexico City,Mexico,False,2026-07-05_Mexico_England
49508,2026-07-06,Portugal,Spain,0,1,FIFA World Cup,Dallas,United States,True,2026-07-06_Portugal_Spain
49509,2026-07-06,United States,Belgium,1,4,FIFA World Cup,Seattle,United States,False,2026-07-06_United States_Belgium
49510,2026-07-07,Argentina,Egypt,3,2,FIFA World Cup,Atlanta,United States,True,2026-07-07_Argentina_Egypt
49511,2026-07-07,Switzerland,Colombia,0,0,FIFA World Cup,Vancouver,Canada,True,2026-07-07_Switzerland_Colombia
49512,2026-07-09,France,Morocco,2,0,FIFA World Cup,Foxborough,United States,True,2026-07-09_France_Morocco
49513,2026-07-10,Spain,Belgium,2,1,FIFA World Cup,Inglewood,United States,True,2026-07-10_Spain_Belgium
49514,2026-07-11,Norway,England,1,2,FIFA World Cup,Miami Gardens,United States,True,2026-07-11_Norway_England
49515,2026-07-11,Argentina,Switzerland,3,1,FIFA World Cup,Kansas City,United States,True,2026-07-11_Argentina_Switzerland
49516,2026-07-14,France,Spain,0,2,FIFA World Cup,Arlington,United States,True,2026-07-14_France_Spain
49517,2026-07-15,England,Argentina,1,2,FIFA World Cup,Atlanta,United States,True,2026-07-15_England_Argentina
49518,2026-07-18,France,England,4,6,FIFA World Cup,Miami Gardens,United States,True,2026-07-18_France_England
49519,2026-07-19,Spain,Argentina,1,0,FIFA World Cup,East Rutherford,United States,True,2026-07-19_Spain_Argentina
